TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition,Notes
,Common:read_voltage,,,(LED_IO5_CURRENT),,,"{""subsubtestname"":""Current_LEDIO5"",""netname"":""LED_IO5_CURRENT"",""gain"":""0.001""}",,,,,,
,Common:read_voltage,,,(LED_IO6_CURRENT),,,"{""subsubtestname"":""Current_LEDIO6"",""netname"":""LED_IO6_CURRENT"",""gain"":""0.001""}",,,,,,
,Common:read_voltage,,,(LED_IO7_CURRENT),,,"{""subsubtestname"":""Current_LEDIO7"",""netname"":""LED_IO7_CURRENT"",""gain"":""0.001""}",,,,,,
,Common:read_voltage,,,(LED_IO8_CURRENT),,,"{""subsubtestname"":""Current_LEDIO8"",""netname"":""LED_IO8_CURRENT"",""gain"":""0.001""}",,,,,,
,Common:read_voltage,,,(LED_IO9_CURRENT),,,"{""subsubtestname"":""Current_LEDIO9"",""netname"":""LED_IO9_CURRENT"",""gain"":""0.001""}",,,,,,
,Common:read_voltage,,,(LED_IO10_CURRENT),,,"{""subsubtestname"":""Current_LEDIO10"",""netname"":""LED_IO10_CURRENT"",""gain"":""0.001""}",,,,,,
Backlight_MedBrightness_PWMMode_VBAT4V3,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""BACKLIGHT_PWM21K_To_Mid"",""record"":""NO""}",,,reg write 0x6806 0x7f 0x06;wait 100,,,
,Common:read_voltage,,,(PPLED_BACK_REG),,,"{""subsubtestname"":""PPLED_BACK_REG"",""netname"":""PPLED_BACK_REG""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS"",""delay"":""200"",""record"":""NO""}",,,,,,
,Common:set_ad8253_gain,,,(gain_factor),,,"{""subsubtestname"":""SET_LED_G_100"",""netname"":""BL_LED_GAIN_SET"",""state"":""X100"",""netname2"":""BL_LED_GAIN_SET"",""state2"":""LOCK"",""record"":""NO""}",,,,,,
,Common:read_voltage,,,(LED_IO1_CURRENT),,,"{""subsubtestname"":""Current_LEDIO1"",""netname"":""LED_IO1_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO2_CURRENT),,,"{""subsubtestname"":""Current_LEDIO2"",""netname"":""LED_IO2_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO3_CURRENT),,,"{""subsubtestname"":""Current_LEDIO3"",""netname"":""LED_IO3_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO4_CURRENT),,,"{""subsubtestname"":""Current_LEDIO4"",""netname"":""LED_IO4_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO5_CURRENT),,,"{""subsubtestname"":""Current_LEDIO5"",""netname"":""LED_IO5_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO6_CURRENT),,,"{""subsubtestname"":""Current_LEDIO6"",""netname"":""LED_IO6_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO7_CURRENT),,,"{""subsubtestname"":""Current_LEDIO7"",""netname"":""LED_IO7_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO8_CURRENT),,,"{""subsubtestname"":""Current_LEDIO8"",""netname"":""LED_IO8_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO9_CURRENT),,,"{""subsubtestname"":""Current_LEDIO9"",""netname"":""LED_IO9_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(LED_IO10_CURRENT),,,"{""subsubtestname"":""Current_LEDIO10"",""netname"":""LED_IO10_CURRENT"",""gain"":""0.01""}",,,,,,
,Common:read_voltage,,,(BATT_CURRENT_BIG_ON),,,"{""subsubtestname"":""IBATT_backlight_ON"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA""}",,,,,,
,Common:read_voltage,,,(PPVCC_MAIN_ON),,,"{""subsubtestname"":""VCC_MAIN_backlight_ON"",""netname"":""PPVCC_MAIN"",""unit"":""mV""}",,,,,,
,Tech:sum_current,,"(LED_IO1_CURRENT),(LED_IO2_CURRENT),(LED_IO3_CURRENT),(LED_IO4_CURRENT),(LED_IO5_CURRENT),(LED_IO6_CURRENT),(LED_IO7_CURRENT),(LED_IO8_CURRENT),(LED_IO9_CURRENT),(LED_IO10_CURRENT)",(Total_Current),,,"{""subsubtestname"":""Total_Backlight_current""}",,,,,,
,Tech:efficiency,,"(BATT_CURRENT_BIG_ON),[BATT_CURRENT_BIG_OFF_4V3]",(Delta_Current_4V3),,,"{""subsubtestname"":""Delta_IBAT_current"",""index"":""Delta_Current_4V3""}",,,,,,
,Tech:efficiency,,"(PPLED_BACK_REG),(Total_Current),(PPVCC_MAIN_ON),(Delta_Current_4V3)",,,,"{""subsubtestname"":""Backlight_boost_efficiency"",""index"":""Efficiency_4V3""}",,,,,,
Backlight_MaxBrightness_PWMMode_VBAT4V3,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""BACKLIGHT_PWM21K_To_Mid"",""record"":""NO""}",,,reg write 0x6806 0xff 0x07;wait 100,,,
,Common:read_voltage,,,(PPLED_BACK_REG),,,"{""subsubtestname"":""PPLED_BACK_REG"",""netname"":""PPLED_BACK_REG""}",,,,,,
,Common:set_ad8253_gain,,,(gain_factor),,,"{""subsubtestname"":""SET_LED_G_10"",""netname"":""BL_LED_GAIN_SET"",""state"":""X10"",""netname2"":""BL_LED_GAIN_SET"",""state2"":""LOCK"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_200MS"",""delay"":""200"",""record"":""NO""}",,,,,,
,Common:read_voltage,,,,,,"{""subsubtestname"":""IBATT_CHECK_DEBUG@Backlight"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA""}",,,,,,
,Common:read_voltage,,,(LED_IO1_CURRENT),,,"{""subsubtestname"":""Current_LEDIO1"",""netname"":""LED_IO1_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO2_CURRENT),,,"{""subsubtestname"":""Current_LEDIO2"",""netname"":""LED_IO2_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO3_CURRENT),,,"{""subsubtestname"":""Current_LEDIO3"",""netname"":""LED_IO3_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO4_CURRENT),,,"{""subsubtestname"":""Current_LEDIO4"",""netname"":""LED_IO4_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO5_CURRENT),,,"{""subsubtestname"":""Current_LEDIO5"",""netname"":""LED_IO5_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO6_CURRENT),,,"{""subsubtestname"":""Current_LEDIO6"",""netname"":""LED_IO6_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO7_CURRENT),,,"{""subsubtestname"":""Current_LEDIO7"",""netname"":""LED_IO7_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO8_CURRENT),,,"{""subsubtestname"":""Current_LEDIO8"",""netname"":""LED_IO8_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO9_CURRENT),,,"{""subsubtestname"":""Current_LEDIO9"",""netname"":""LED_IO9_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO10_CURRENT),,,"{""subsubtestname"":""Current_LEDIO10"",""netname"":""LED_IO10_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(BATT_CURRENT_BIG_ON),,,"{""subsubtestname"":""IBATT_backlight_ON"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA""}",,,,,,
,Common:read_voltage,,,(PPVCC_MAIN_ON),,,"{""subsubtestname"":""VCC_MAIN_backlight_ON"",""netname"":""PPVCC_MAIN"",""unit"":""mV""}",,,,,,
,Tech:sum_current,,"(LED_IO1_CURRENT),(LED_IO2_CURRENT),(LED_IO3_CURRENT),(LED_IO4_CURRENT),(LED_IO5_CURRENT),(LED_IO6_CURRENT),(LED_IO7_CURRENT),(LED_IO8_CURRENT),(LED_IO9_CURRENT),(LED_IO10_CURRENT)",(Total_Current),,,"{""subsubtestname"":""Total_Backlight_current""}",,,,,,
,Tech:efficiency,,"(BATT_CURRENT_BIG_ON),[BATT_CURRENT_BIG_OFF_4V3]",(Delta_Current_4V3),,,"{""subsubtestname"":""Delta_IBAT_current"",""index"":""Delta_Current_4V3""}",,,,,,
,Tech:efficiency,,"(PPLED_BACK_REG),(Total_Current),(PPVCC_MAIN_ON),(Delta_Current_4V3)",,,,"{""subsubtestname"":""Backlight_boost_efficiency"",""index"":""Efficiency_4V3""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""Turn_Off_Backlight_LED_1"",""pattern"": ""OK"",""mark"": ""1"",""timeout"": ""1"",""record"":""NO""}",,,bl -o,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_200MS_1"",""delay"":""200"",""record"":""NO""}",,,,,,
Backlight_MaxBrightness_PWMMode_VBAT3V2,Common:power_supply,,,,,,"{""subsubtestname"":""BATT_Power_3V2_DEBUG"",""powertype"":""batt"",""record"":""NO""}",,,3200,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_200MS_1"",""delay"":""200"",""record"":""NO""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""Turn_Backlight_LED_High_DEBUG"",""pattern"": ""OK"",""mark"": ""1"",""timeout"": ""2"",""record"":""NO""}",,,bl -h,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""BACKLIGHT_PWM21K_To_Full_DEBUG"",""pattern"": ""OK"",""record"":""NO""}",,,reg write 0x6806 0xff 0x07;wait 100,,,
,Common:read_voltage,,,(PPLED_BACK_REG),,,"{""subsubtestname"":""PPLED_BACK_REG_DEBUG"",""netname"":""PPLED_BACK_REG""}",,,,,,
,Common:set_ad8253_gain,,,(gain_factor),,,"{""subsubtestname"":""SET_LED_G_10_DEBUG"",""netname"":""BL_LED_GAIN_SET"",""state"":""X10"",""netname2"":""BL_LED_GAIN_SET"",""state2"":""LOCK"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_200MS_2_DEBUG"",""delay"":""200"",""record"":""NO""}",,,,,,
,Common:read_voltage,,,(LED_IO1_CURRENT),,,"{""subsubtestname"":""Current_LEDIO1_DEBUG"",""netname"":""LED_IO1_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO2_CURRENT),,,"{""subsubtestname"":""Current_LEDIO2_DEBUG"",""netname"":""LED_IO2_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO3_CURRENT),,,"{""subsubtestname"":""Current_LEDIO3_DEBUG"",""netname"":""LED_IO3_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO4_CURRENT),,,"{""subsubtestname"":""Current_LEDIO4_DEBUG"",""netname"":""LED_IO4_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO5_CURRENT),,,"{""subsubtestname"":""Current_LEDIO5_DEBUG"",""netname"":""LED_IO5_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO6_CURRENT),,,"{""subsubtestname"":""Current_LEDIO6_DEBUG"",""netname"":""LED_IO6_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO7_CURRENT),,,"{""subsubtestname"":""Current_LEDIO7_DEBUG"",""netname"":""LED_IO7_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO8_CURRENT),,,"{""subsubtestname"":""Current_LEDIO8_DEBUG"",""netname"":""LED_IO8_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO9_CURRENT),,,"{""subsubtestname"":""Current_LEDIO9_DEBUG"",""netname"":""LED_IO9_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(LED_IO10_CURRENT),,,"{""subsubtestname"":""Current_LEDIO10_DEBUG"",""netname"":""LED_IO10_CURRENT"",""gain"":""0.1""}",,,,,,
,Common:read_voltage,,,(BATT_CURRENT_BIG_ON),,,"{""subsubtestname"":""IBATT_backlight_ON_DEBUG"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA""}",,,,,,
,Common:read_voltage,,,(PPVCC_MAIN_ON),,,"{""subsubtestname"":""VCC_MAIN_backlight_ON_DEBUG"",""netname"":""PPVCC_MAIN"",""unit"":""mV""}",,,,,,
,Tech:sum_current,,"(LED_IO1_CURRENT),(LED_IO2_CURRENT),(LED_IO3_CURRENT),(LED_IO4_CURRENT),(LED_IO5_CURRENT),(LED_IO6_CURRENT),(LED_IO7_CURRENT),(LED_IO8_CURRENT),(LED_IO9_CURRENT),(LED_IO10_CURRENT)",(Total_Current),,,"{""subsubtestname"":""Total_Backlight_current_DEBUG""}",,,,,,
,Tech:efficiency,,"(BATT_CURRENT_BIG_ON),[BATT_CURRENT_BIG_OFF_3V2]",(Delta_Current_3V2),,,"{""subsubtestname"":""Delta_IBAT_current_DEBUG"",""index"":""Delta_Current_3V2""}",,,,,,
,Tech:efficiency,,"(PPLED_BACK_REG),(Total_Current),(PPVCC_MAIN_ON),(Delta_Current_3V2)",,,,"{""subsubtestname"":""Backlight_boost_efficiency_DEBUG"",""index"":""Efficiency_3V2""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""Turn_Off_Backlight_LED_1_DEBUG"",""pattern"": ""OK"",""record"":""NO""}",,,bl -o,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""Exit_Test_Mode_Sera"",""pattern"": ""OK"",""record"":""NO""}",,,reg write 0x261d 0x00;reg write 0x3104 0xFF,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""Read_Reg_0x6862_1"",""pattern"": ""0x6862%s*%=%>%s*(0x%x%x)"",""attribute"": ""Read_Reg_0x6862_Backlight_1""}",,,reg read 0x6862 1,,,
Backlight_MaxBrightness_PWMMode_VBAT4V3_1,Common:power_supply,,,,,,"{""subsubtestname"":""BATT_Power_4V3"",""powertype"":""batt"",""record"":""NO""}",,,4.3,,,
