TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition,Notes
Transition_Diags_VBAT4V3,Common:power_supply,,,,,,"{""subsubtestname"":""VBATT_SET_4V3"",""powertype"":""BATT""}",,,4300,FA_ResetAll,,
,Common:read_voltage,,,,,,"{""subsubtestname"":""PPBATT_VCC_FB"",""netname"":""PPBATT_VCC""}",,,,,,
,Common:dockport_writeRead,,,,,,"{""subsubtestname"": ""Disable_SMC"",""pattern"": ""OK"",""record"":""NO""}",,,smc write BMSQ 1 0 0 0,,,
,Common:dockport_writeRead,,,,,,"{""subsubtestname"": ""Syscfg_init"",""pattern"": ""Finish"",""record"":""NO""}",,,syscfg init,,,
Transition_Diags_VBAT4V3_1,Common:relay_switch,,,,,,"{""subsubtestname"":""VDM_CC1_TO_DISCONNECT_1"",""netname"":""VDM_CC1"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Change_PDO_Count_TO_5"",""record"":""NO""}",,,vdm.change_low_hearder(region0),,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Change_VDM_PDO_TO_4"",""record"":""NO""}",,,vdm.change_source_pdo_count(4),,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""5V_To_VDM_EXT"",""record"":""NO""}",,,vdm.change_tx_source_voltage(1*5000*3500*PP_HVE),,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""5V_To_VDM_EXT_2"",""record"":""NO""}",,,vdm.change_tx_source_voltage(2*5000*3500*PP_HVE),,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""5V_To_VDM_EXT_3"",""record"":""NO""}",,,vdm.change_tx_source_voltage(3*5000*3500*PP_HVE),,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""5V_To_VDM_EXT_4"",""record"":""NO""}",,,vdm.change_tx_source_voltage(4*5000*3500*PP_HVE),,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Disable_USB_cable"",""record"":""NO""}",,,vdm.tps_write_register_by_addr(0x32*PDO1: Max Voltage*0x02),,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""PP5V0_TO_VDM_BOARD_DISCONNECT"",""netname"":""PP_5V0_VDM"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:power_supply,,,,,,"{""subsubtestname"":""Set_LDO_PP_5V0_0V"",""powertype"":""PP5V0"",""record"":""NO""}",,,1221,FA_ResetAll,,
,Common:power_supply,,,,,,"{""subsubtestname"":""Set_VBUS_to_5V"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""VDM_CC1_TO_ACE_CC1_2"",""netname"":""VDM_CC1"",""state"":""TO_ACE_CC1"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_6"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Tech:dock_detect,,,,,,"{""subsubtestname"":""Dock_Connect_Detect_1"",""record"":""NO""}",,,,,,
,Tech:blank,,,,,,"{""subsubtestname"":""Send_Blank"",""record"":""NO""}",,,,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""GPIO_POTOMAC_TO_PMU_WAKE_1V8_LOW"",""pattern"": ""0x1808%s*%=%>%s*0x(%x)%x"",""parametric"": ""yes""}",,,reg read 0x1808,,,
,Common:vbus_check,,,,,,"{""subsubtestname"":""PPVBUS_FB_DEBUG_2"",""netname"":""PPVBUS_USB_EMI"",""unit"":""mV"",""reference"": ""5000""}",,,,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""ACE_ready"",""record"":""NO""}",,,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""PD_State_Check"",""record"":""NO""}",,,charge --brickid;sep --init,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""Get_PerfState"",""pattern"": ""Cpu State%s*:(%d+)"",""parametric"": ""yes""}",,,soc -p get-perf-state,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""Enter_Test_Mode_Sera"",""record"":""NO""}",,,reg select pmu;reg write 0x3100 0x61 0x45 0x72 0x4F,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""Write_Reg_0x6862"",""record"":""NO""}",,,reg write 0x6862 0x0C,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""Read_Reg_0x6862"",""pattern"": ""0x6862%s*%=%>%s*(0x%x%x)"",""attribute"": ""Read_Reg_0x6862""}",,,reg read 0x6862 1,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""Exit_Test_Mode_Sera"",""record"":""NO""}",,,reg write 0x3104 0xFF,,,
,Common:dockport_diagsParse,,,,,,"{""subsubtestname"": ""Read_Reg_0x6862_1"",""pattern"": ""0x6862%s*%=%>%s*(0x%x%x)"",""attribute"": ""Read_Reg_0x6862_1""}",,,reg read 0x6862 1,,,
Transition_Diags_WakeUp_VBAT4V3_VBUS5V,Common:power_supply,,,,,,"{""subsubtestname"":""VBATT_SET_4V3"",""powertype"":""BATT"",""record"":""NO""}",,,4300,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""PPVBUS_POWER_ON"",""netname"":""VBUS_OUTPUT_CTL"",""state"":""ON"",""record"":""NO""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""Power_To_VDM"",""netname"":""PPVBUS_USB_PWR"",""state"":""TO_PP_EXT"",""record"":""NO""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_VDM"",""netname"":""VDM_VBUS_TO_PPVBUS_USB_EMI"",""state"":""CONNECT"",""record"":""NO""}",,,,,,
,Common:power_supply,,,,,,"{""subsubtestname"":""Set_Vbus_5V"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""VDM_CC1_TO_ACE_CC1"",""netname"":""VDM_CC1"",""state"":""TO_ACE_CC1"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_1"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"":""Diags_Version"",""mark"":""1"",""timeout"":""2"",""record"":""NO""}",,,version,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""Read_Reg_0x6862"",""pattern"": ""0x6862%s*%=%>%s*(0x%x%x)"",""attribute"": ""Read_Reg_0x6862_Wakeup""}",,,reg read 0x6862 1,,,
,Common:read_voltage,,,,,,"{""subsubtestname"":""PPBATT_VCC_FB"",""netname"":""PPBATT_VCC"",""record"":""NO""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"":""ACE_PICK_USBC"",""record"":""NO""}",,,ace --pick usbc,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""RECONFIRM_FINAL_CRC_CHECK"",""pattern"": ""RxData%s*%(4.%).-%:.-0x0000%s*%:%s*(0x%w+%s+0x%w+%s+0x%w+%s+0x%w+)"",""attribute"": ""System_Wakeup_RECONFIRM_FINAL_CRC_CHECK""}",,,"ace --4cc OTPr --txdata ""0x80"" --rxdata 4",,production_mode==dev_fuse_mode,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""RECONFIRM_FINAL_CRC_prod_fuse_CHECK"",""pattern"": ""RxData%s*%(4.%).-%:.-0x0000%s*%:%s*(0x%w+%s+0x%w+%s+0x%w+%s+0x%w+)"",""attribute"": ""System_Wakeup_RECONFIRM_FINAL_CRC_CHECK""}",,,"ace --4cc OTPr --txdata ""0x80"" --rxdata 4",,production_mode==prod_fuse_mode,
,Tech:renterdiags,Y,,,,,"{""subsubtestname"":""ReEnterDiags"",""record"":""NO""}",,,reset,,,
,Common:dut_diagsParse,Y,,,,,"{""subsubtestname"":""Disable_SMC"",""record"":""NO""}",,,smc write BMSQ 1 0 0 0,,,
,Common:dut_diagsParse,Y,,,,,"{""subsubtestname"":""PD_State_Check"",""record"":""NO""}",,,charge --brickid;sep --init,,,
